"21","Rick","Barry","77","277","2014","../img/players/22.png","11","3.38","1","San Francisco","NJ","68840","9115467011","Rick.Barry@NJ.zcruit.com","498 3rd St","Medium","Rick Barry","David Barry","Bachelors","0","1","0","1","1","0","5.2","5.2","6","78"
"22","John","Stockton","78","170","2014","../img/players/23.png","2","3.91","2","Seattle","IL","15525","8118270111","John.Stockton@IL.zcruit.com","386 Sheridan Ave","Low","John Stockton","Kevin Stockton","?","0","0","0","2","0","0","6.1","6.1","1","0"
"23","Elvin","Hayes","77","193","2014","../img/players/24.png","9","3.38","3","Boston","FL","73878","3004675004","Elvin.Hayes@FL.zcruit.com","897 Sheridan St","?","Elvin Hayes","Kevin Hayes","?","0","0","0","0","0","0","6.7","7.8","6","95"
"24","Bob","Cousy","70","198","2014","../img/players/25.png","1","2.72","6","San Francisco","PA","71821","4952525470","Bob.Cousy@PA.zcruit.com","627 1st Ave","Medium","Bob Cousy","Jason Cousy","?","0","0","0","0","0","0","7.8","9.4","6","87"
"25","David","Robinson","69","173","2014","../img/players/26.png","8","3.08","17","LA","MD","66191","4870941183","David.Robinson@MD.zcruit.com","304 2nd Ave","Medium","David Robinson","Kevin Robinson","?","0","0","1","1","1","0","6.5","8.3","3","0"
"26","Kevin","McHale","73","281","2014","../img/players/27.png","7","2.98","2","Boston","GA","49924","7612590306","Kevin.McHale@GA.zcruit.com","918 4th Ave","?","Kevin McHale","Jason McHale","?","0","0","0","0","0","0","4.0","6.5","6","38"
"27","Scottie","Pippen","79","164","2014","../img/players/28.png","5","3.65","1","DC","CA","77142","9051788181","Scottie.Pippen@CA.zcruit.com","438 State Ave","Low","Scottie Pippen","LeBron Pippen","?","0","0","0","0","0","0","3.7","3.9","2","0"
"28","Jason","Kidd","77","278","2014","../img/players/29.png","9","3.86","11","Seattle","TX","75949","7594799748","Jason.Kidd@TX.zcruit.com","133 2nd St","Medium","Jason Kidd","George Kidd","Bachelors","0","0","0","2","1","0","6.7","9.8","6","17"
"29","George","Mikan","67","243","2014","../img/players/30.png","11","2.88","12","Miami","NJ","97889","8248267736","George.Mikan@NJ.zcruit.com","897 Main St","High","George Mikan","Nate Mikan","Bachelors","0","0","0","4","1","0","5.4","7.0","6","0"
"30","Kevin","Garnett","73","270","2014","../img/players/31.png","6","3.82","4","Evanston","TX","24899","5984514192","Kevin.Garnett@TX.zcruit.com","457 4th St","Medium","Kevin Garnett","Jerry Garnett","HS","0","0","0","1","1","0","7.8","7.8","0","77"
"31","LeBron","James","65","180","2014","../img/players/32.png","1","3.31","3","San Francisco","KS","56374","9520490603","LeBron.James@KS.zcruit.com","212 3rd Ave","Medium","LeBron James","Dolph James","?","0","0","0","0","0","0","4.9","6.7","6","69"
"32","Willis","Reed","75","291","2014","../img/players/33.png","3","3.45","15","DC","TX","73413","8622912576","Willis.Reed@TX.zcruit.com","707 1st Ave","Medium","Willis Reed","Nate Reed","HS","0","0","0","0","0","0","5.3","5.3","6","78"
"33","Wes","Unseld","69","268","2014","../img/players/34.png","4","3.35","16","Portland","TX","44280","3908774798","Wes.Unseld@TX.zcruit.com","342 2nd St","?","Wes Unseld","Allen Unseld","?","0","0","0","0","0","0","4.3","7.1","2","0"
"34","Nate","Thurmond","70","307","2014","../img/players/35.png","10","3.19","20","NYC","NJ","85249","5711801170","Nate.Thurmond@NJ.zcruit.com","944 State Ave","Medium","Nate Thurmond","Dolph Thurmond","Bachelors","0","0","0","2","1","0","5.2","5.2","5","0"
"35","Dolph","Schayes","65","309","2014","../img/players/36.png","4","3.09","12","NYC","TN","87009","2705834589","Dolph.Schayes@TN.zcruit.com","378 2nd St","High","Dolph Schayes","Gary Schayes","Bachelors","0","0","1","2","0","0","8.2","8.2","0","77"
"36","Walt","Frazier","79","204","2014","../img/players/37.png","11","3.19","20","Evanston","FL","86986","1530777775","Walt.Frazier@FL.zcruit.com","226 1st St","High","Walt Frazier","Clyde Frazier","Bachelors","0","0","0","2","0","0","7.1","7.1","6","105"
"37","Patrick","Ewing","73","220","2014","../img/players/38.png","8","3.61","2","Boston","TX","78034","2961094555","Patrick.Ewing@TX.zcruit.com","329 Main Ave","?","Patrick Ewing","Clyde Ewing","?","0","0","0","0","0","0","6.6","8.8","6","105"
"38","Jerry","Lucas","79","254","2014","../img/players/39.png","5","3.64","5","NYC","CA","99869","4137394302","Jerry.Lucas@CA.zcruit.com","250 State Ave","?","Jerry Lucas","Gary Lucas","?","0","0","0","0","0","0","4.5","6.8","6","95"
"39","Gary","Payton","78","224","2014","../img/players/40.png","1","3.55","18","Boston","KS","30060","9885127690","Gary.Payton@KS.zcruit.com","869 Sheridan St","Medium","Gary Payton","Allen Payton","Bachelors","0","0","0","1","1","0","5.0","5.0","3","0"
"40","Allen","Iverson","75","211","2014","../img/players/41.png","2","3.12","17","Miami","IN","39970","6148486717","Allen.Iverson@IN.zcruit.com","589 Main St","?","Allen Iverson","Dave Iverson","HS","0","0","0","1","0","0","4.0","4.8","6","64"
"41","Billy","Cunningham","75","293","2014","../img/players/42.png","3","3.55","6","Boston","OH","59377","7440381965","Billy.Cunningham@OH.zcruit.com","444 State St","Medium","Billy Cunningham","Billy Cunningham","Bachelors","0","0","1","1","0","0","3.5","4.9","4","0"
"42","Clyde","Drexler","70","199","2014","../img/players/43.png","7","3.15","4","NYC","CA","12919","7959640716","Clyde.Drexler@CA.zcruit.com","160 4th St","?","Clyde Drexler","Dave Drexler","HS","0","1","0","1","0","0","4.6","5.0","6","17"
"43","Dominique","Wilkins","77","186","2014","../img/players/44.png","2","3.5","15","DC","IL","46482","2553772442","Dominique.Wilkins@IL.zcruit.co","486 3rd St","Low","Dominique Wilkins","Walt Wilkins","HS","0","0","0","5","1","0","7.6","7.6","0","77"
"44","Dave","Cowens","77","214","2014","../img/players/45.png","5","3.82","5","Miami","CA","91353","9049794377","Dave.Cowens@CA.zcruit.com","914 4th Ave","Low","Dave Cowens","Dave Cowens","?","0","1","0","1","0","0","4.2","6.2","6","107"
"45","George","Gervin","74","204","2014","../img/players/46.png","4","3.79","18","Boston","VA","75616","1067379248","George.Gervin@VA.zcruit.com","363 Main St","Medium","George Gervin","Earl Gervin","?","0","1","0","0","0","0","7.2","7.8","1","0"
"46","Bob","McAdoo","76","292","2014","../img/players/47.png","6","3.54","4","Evanston","LA","82897","8339270672","Bob.McAdoo@LA.zcruit.com","324 2nd Ave","Medium","Bob McAdoo","Dirk McAdoo","HS","0","0","0","0","0","0","4.6","5.8","3","0"
"47","Earl","Monroe","78","180","2014","../img/players/48.png","6","2.79","17","San Francisco","TX","48199","3755408123","Earl.Monroe@TX.zcruit.com","612 Main St","Medium","Earl Monroe","Dwyane Monroe","Bachelors","0","0","1","1","1","0","7.0","7.0","0","77"
"48","Dennis","Rodman","66","301","2014","../img/players/49.png","11","2.73","16","Tulsa","TX","94046","5922070234","Dennis.Rodman@TX.zcruit.com","685 Sheridan Ave","Medium","Dennis Rodman","Dennis Rodman","HS","0","0","0","0","0","0","6.1","6.4","6","95"
"49","Dwyane","Wade","80","235","2014","../img/players/50.png","4","3.66","11","Seattle","TX","10315","1478733189","Dwyane.Wade@TX.zcruit.com","307 2nd St","High","Dwyane Wade","Dirk Wade","Advanced","0","0","0","1","1","0","4.8","4.8","1","0"
"50","Steve","Nash","73","229","2014","../img/players/51.png","9","2.78","20","Evanston","TX","70592","1877045755","Steve.Nash@TX.zcruit.com","205 State St","?","Steve Nash","Dave Nash","Bachelors","0","0","0","1","1","0","4.1","4.1","6","105"
"51","Walt","Bellamy","76","261","2014","../img/players/52.png","3","3.66","6","DC","CA","32389","3822754848","Walt.Bellamy@CA.zcruit.com","810 Sheridan St","?","Walt Bellamy","Pete Bellamy","?","0","0","1","0","0","0","6.3","8.1","5","0"
"52","Tiny","Archibald","66","213","2014","../img/players/53.png","11","3.6","14","NYC","AL","38418","7277617611","Tiny.Archibald@AL.zcruit.com","581 3rd St","Medium","Tiny Archibald","Dave Archibald","Advanced","0","0","0","1","1","0","1.2","1.8","5","0"
"53","Dennis","Johnson","69","247","2014","../img/players/54.png","5","3.44","7","Seattle","CA","99968","4369970505","Dennis.Johnson@CA.zcruit.com","872 2nd Ave","?","Dennis Johnson","Dennis Johnson","?","0","0","1","0","0","0","5.5","5.7","6","107"
"54","Reggie","Miller","68","251","2014","../img/players/55.png","10","3.34","7","Evanston","CA","59389","9965977479","Reggie.Miller@CA.zcruit.com","839 3rd Ave","?","Reggie Miller","Connie Miller","?","0","1","0","0","0","0","8.2","9.8","5","0"
"55","Dirk","Nowitzki","65","289","2014","../img/players/56.png","3","3.43","16","Portland","KS","28140","8095571755","Dirk.Nowitzki@KS.zcruit.com","247 Sheridan Ave","High","Dirk Nowitzki","Jack Nowitzki","Advanced","1","0","0","3","1","0","6.4","6.4","6","0"
"56","Connie","Hawkins","76","254","2015","../img/players/57.png","8","3","10","San Francisco","IL","35864","6135270033","Connie.Hawkins@IL.zcruit.com","244 3rd Ave","High","Connie Hawkins","David Hawkins","Advanced","0","0","0","5","0","1","8.6","8.6","0","77"
"57","Dave","Bing","69","167","2015","../img/players/58.png","11","3.37","4","Tulsa","NM","48532","3242539389","Dave.Bing@NM.zcruit.com","178 1st Ave","?","Dave Bing","David Bing","?","0","0","0","0","0","0","4.9","5.3","6","61"
"58","James","Worthy","72","189","2015","../img/players/59.png","11","3.21","8","Seattle","CA","33902","6272026414","James.Worthy@CA.zcruit.com","333 1st St","?","James Worthy","David Worthy","HS","0","0","0","0","0","0","1.9","5.7","6","84"
"59","Hal","Greer","70","216","2015","../img/players/60.png","7","2.7","8","Portland","CA","27063","5432132496","Hal.Greer@CA.zcruit.com","568 State Ave","Medium","Hal Greer","David Greer","HS","0","0","1","1","1","0","2.8","2.8","6","107"
"60","Pete","Maravich","72","196","2015","../img/players/61.png","1","3.01","19","LA","TN","39628","7551168533","Pete.Maravich@TN.zcruit.com","461 3rd Ave","Low","Pete Maravich","Bernard Maravich","?","0","0","0","0","0","0","5.3","7.3","1","0"
"61","Jack","Twyman","68","288","2015","../img/players/62.png","2","2.91","16","NYC","AZ","52655","9696320226","Jack.Twyman@AZ.zcruit.com","837 Sheridan St","?","Jack Twyman","Bob Twyman","?","0","0","0","0","0","0","7.0","9.5","6","6"
"62","Bob","Lanier","77","186","2015","../img/players/63.png","10","2.99","2","Evanston","LA","45422","6347185728","Bob.Lanier@LA.zcruit.com","606 1st Ave","Low","Bob Lanier","Gus Lanier","HS","0","0","0","1","1","0","4.7","4.7","6","83"
"63","David","Thompson","68","251","2015","../img/players/64.png","4","3.63","20","Boston","NC","21980","8580625568","David.Thompson@NC.zcruit.com","297 1st Ave","Medium","David Thompson","Joe Thompson","Bachelors","0","0","0","0","0","0","3.1","5.4","6","95"
"64","Joe","Fulks","78","298","2015","../img/players/65.png","5","3.68","9","Miami","MO","62611","6127628944","Joe.Fulks@MO.zcruit.com","539 1st St","Medium","Joe Fulks","Bill Fulks","Advanced","0","0","0","2","1","0","6.5","6.5","0","77"
"65","Sam","Jones","71","189","2015","../img/players/66.png","5","3.38","5","Evanston","OH","92965","1459016183","Sam.Jones@OH.zcruit.com","216 4th St","?","Sam Jones","Alonzo Jones","?","0","0","0","0","0","0","6.7","7.0","2","0"
"66","Gus","Johnson","72","244","2015","../img/players/67.png","5","3.46","1","Seattle","CA","25142","8628856531","Gus.Johnson@CA.zcruit.com","533 State Ave","Medium","Gus Johnson","Neil Johnson","?","0","0","0","1","1","0","6.9","6.9","4","0"
"67","Robert","Parish","66","226","2015","../img/players/68.png","1","2.75","18","LA","PA","30275","4726883699","Robert.Parish@PA.zcruit.com","406 3rd Ave","Medium","Robert Parish","Bill Parish","Bachelors","0","0","0","0","0","0","7.1","9.5","5","0"
"68","Tom","Heinsohn","67","235","2015","../img/players/69.png","7","3.28","16","Tulsa","AZ","54388","6879001444","Tom.Heinsohn@AZ.zcruit.com","405 1st Ave","?","Tom Heinsohn","Neil Heinsohn","?","0","0","0","0","0","0","5.1","8.1","6","69"
"69","Bernard","King","71","282","2015","../img/players/70.png","7","3.01","16","Portland","IL","79264","6593825864","Bernard.King@IL.zcruit.com","840 Main Ave","Medium","Bernard King","Bill King","Bachelors","0","0","1","2","0","1","9.3","9.3","0","77"
"70","Bill","Sharman","73","259","2015","../img/players/71.png","4","3.47","8","Evanston","IL","38643","9329421501","Bill.Sharman@IL.zcruit.com","109 1st St","Medium","Bill Sharman","Paul Sharman","Bachelors","0","0","0","5","1","1","7.2","7.2","0","77"
"71","Paul","Arizin","72","207","2015","../img/players/72.png","1","2.73","12","NYC","PA","91015","7784852303","Paul.Arizin@PA.zcruit.com","184 2nd St","Medium","Paul Arizin","Paul Arizin","Bachelors","0","0","0","1","0","1","4.8","7.2","5","0"
"72","Lenny","Wilkens","77","184","2015","../img/players/73.png","5","3.19","8","NYC","MD","62158","7083433864","Lenny.Wilkens@MD.zcruit.com","888 4th Ave","Medium","Lenny Wilkens","Ray Wilkens","Advanced","0","0","0","2","1","1","8.3","8.3","5","0"
"73","Alonzo","Mourning","71","172","2015","../img/players/74.png","10","3.12","2","Seattle","CA","39977","3576805856","Alonzo.Mourning@CA.zcruit.com","158 Sheridan St","Medium","Alonzo Mourning","Chris Mourning","HS","0","0","0","1","0","0","5.5","9.4","5","0"
"74","Bill","Walton","78","206","2015","../img/players/75.png","4","2.82","7","NYC","PA","87618","9969921182","Bill.Walton@PA.zcruit.com","309 1st St","?","Bill Walton","Neil Walton","?","0","0","0","0","0","0","5.7","8.2","6","0"
"75","Neil","Johnston","80","202","2015","../img/players/76.png","1","2.84","17","San Francisco","TN","67451","1246198742","Neil.Johnston@TN.zcruit.com","417 1st St","High","Neil Johnston","Paul Johnston","Bachelors","0","0","1","0","0","0","4.9","5.6","1","0"
"76","Dave","DeBusschere","67","258","2015","../img/players/77.png","8","3.59","6","Portland","FL","62860","2999439347","Dave.DeBusschere@FL.zcruit.com","599 4th Ave","?","Dave DeBusschere","Dave DeBusschere","?","0","0","0","0","0","0","6.7","9.7","4","0"
"77","Paul","Pierce","80","188","2015","../img/players/1.png","5","2.9","19","DC","TX","18722","3185330739","Paul.Pierce@TX.zcruit.com","499 1st Ave","?","Paul Pierce","Chris Pierce","?","0","0","0","0","0","0","2.1","4.0","6","105"
"78","Joe","Dumars","71","198","2015","../img/players/2.png","2","2.72","3","Tulsa","TX","27315","1561741908","Joe.Dumars@TX.zcruit.com","954 Sheridan Ave","Medium","Joe Dumars","Tim Dumars","Bachelors","0","0","0","1","0","0","4.7","6.1","1","0"
"79","Ray","Allen","68","306","2015","../img/players/3.png","1","3.2","10","Seattle","MI","98979","3655472610","Ray.Allen@MI.zcruit.com","407 4th St","Medium","Ray Allen","Alex Allen","Bachelors","0","0","0","2","1","0","3.1","6.1","4","0"
"80","Chris","Webber","78","175","2015","../img/players/4.png","10","3.78","1","Seattle","CA","46181","6576179816","Chris.Webber@CA.zcruit.com","291 1st Ave","Medium","Chris Webber","Chris Webber","?","0","0","0","1","1","0","7.5","7.5","4","0"
"81","Ed","Macauley","71","274","2015","../img/players/5.png","9","3.98","8","Boston","VA","83327","5389054160","Ed.Macauley@VA.zcruit.com","754 Sheridan St","Medium","Ed Macauley","Cliff Macauley","Bachelors","0","0","0","1","1","0","7.3","9.8","3","0"
"82","Alex","English","75","244","2015","../img/players/6.png","2","3.46","6","San Francisco","CA","10656","1690219667","Alex.English@CA.zcruit.com","132 3rd St","High","Alex English","Artis English","Advanced","0","0","0","1","1","0","5.5","8.8","6","107"
"83","Adrian","Dantley","66","288","2015","../img/players/7.png","11","3.51","6","DC","TN","49187","5027220993","Adrian.Dantley@TN.zcruit.com","821 Sheridan St","Medium","Adrian Dantley","Cliff Dantley","Advanced","0","0","0","1","1","0","6.0","6.0","2","0"
"84","Artis","Gilmore","70","306","2015","../img/players/8.png","8","3.78","11","Seattle","MO","50671","5536366824","Artis.Gilmore@MO.zcruit.com","527 2nd Ave","Medium","Artis Gilmore","Cliff Gilmore","Bachelors","0","0","0","1","0","0","5.3","6.5","6","3"
"85","Cliff","Hagan","74","181","2015","../img/players/9.png","8","3.51","19","DC","AZ","65167","3684779167","Cliff.Hagan@AZ.zcruit.com","487 1st Ave","Medium","Cliff Hagan","Chris Hagan","HS","0","0","0","0","0","0","3.6","5.7","6","13"
"86","Dwight","Howard","79","281","2015","../img/players/10.png","8","3.64","14","Seattle","IL","92542","7004065862","Dwight.Howard@IL.zcruit.com","753 State St","Medium","Dwight Howard","Bob Howard","Advanced","0","0","0","1","0","0","3.3","6.2","3","0"
"87","Tim","Hardaway","78","289","2015","../img/players/11.png","7","3.63","4","NYC","NJ","99073","1771465352","Tim.Hardaway@NJ.zcruit.com","354 4th St","High","Tim Hardaway","Bob Hardaway","Advanced","0","0","0","1","1","0","5.9","9.3","4","0"
"88","Chris","Mullin","70","204","2015","../img/players/12.png","5","3.97","8","Boston","TX","57708","9460690122","Chris.Mullin@TX.zcruit.com","594 Sheridan St","?","Chris Mullin","Bob Mullin","Bachelors","0","0","1","0","0","0","3.1","7.0","3","0"
"89","Mitch","Richmond","68","162","2015","../img/players/13.png","4","3.75","2","Portland","IN","19174","4566643997","Mitch.Richmond@IN.zcruit.com","514 Main Ave","Medium","Mitch Richmond","Mitch Richmond","Bachelors","0","0","0","1","0","0","8.6","9.2","0","77"
"90","Sidney","Moncrief","80","195","2015","../img/players/14.png","11","2.98","17","San Francisco","NJ","80281","4864524427","Sidney.Moncrief@NJ.zcruit.com","142 2nd Ave","High","Sidney Moncrief","Grant Moncrief","Bachelors","0","0","0","1","1","0","8.6","8.6","0","77"
"91","Bob","Dandridge","67","172","2015","../img/players/15.png","1","3.99","15","San Francisco","KS","67043","8943946213","Bob.Dandridge@KS.zcruit.com","727 State Ave","Medium","Bob Dandridge","Pau Dandridge","?","0","0","0","1","0","0","4.6","7.9","5","0"
"92","Bob","Love","65","173","2015","../img/players/16.png","9","3.48","10","Miami","IL","30534","2752677720","Bob.Love@IL.zcruit.com","178 4th Ave","Medium","Bob Love","Pau Love","Bachelors","0","0","0","3","1","0","4.6","6.5","1","0"
"93","Jim","Pollard","73","290","2015","../img/players/17.png","4","3.44","8","Miami","TX","77344","5073028110","Jim.Pollard@TX.zcruit.com","120 4th St","Medium","Jim Pollard","Buck Pollard","?","0","1","0","0","0","0","2.4","5.7","2","0"
"94","Spencer","Haywood","75","272","2015","../img/players/18.png","9","2.92","1","San Francisco","OH","18653","1158161228","Spencer.Haywood@OH.zcruit.com","675 State St","Low","Spencer Haywood","Tracy Haywood","?","0","0","0","0","0","0","3.0","5.9","2","0"
"95","Dikembe","Mutombo","75","296","2015","../img/players/19.png","9","3.89","20","LA","NC","99785","2887543041","Dikembe.Mutombo@NC.zcruit.com","763 Main St","High","Dikembe Mutombo","Pau Mutombo","Bachelors","0","0","0","1","0","0","5.8","6.2","3","0"
"96","Pau","Gasol","68","303","2015","../img/players/20.png","1","3.07","6","San Francisco","TX","48073","5612893558","Pau.Gasol@TX.zcruit.com","986 Main St","Medium","Pau Gasol","Walter Gasol","Bachelors","0","0","0","0","0","0","5.6","7.0","6","115"
"97","Tracy","McGrady","67","266","2015","../img/players/21.png","5","3.18","14","Miami","TX","11130","8601585796","Tracy.McGrady@TX.zcruit.com","499 Sheridan St","Low","Tracy McGrady","Buck McGrady","?","0","0","0","1","1","0","6.4","8.7","6","105"
"98","Grant","Hill","67","247","2015","../img/players/22.png","10","2.9","16","Miami","MA","10557","5527197437","Grant.Hill@MA.zcruit.com","873 State Ave","Medium","Grant Hill","Vince Hill","Advanced","0","0","0","1","1","0","7.6","7.6","0","77"
"99","Vince","Carter","68","297","2015","../img/players/23.png","9","3.54","4","Boston","CA","90631","1581274606","Vince.Carter@CA.zcruit.com","543 State St","Medium","Vince Carter","Kevin Carter","Advanced","0","0","0","1","1","0","5.0","5.0","2","0"
"100","Buck","Williams","78","249","2015","../img/players/24.png","5","2.9","5","Seattle","OH","55791","5401380785","Buck.Williams@OH.zcruit.com","663 4th Ave","Medium","Buck Williams","Carmelo Williams","Advanced","0","0","0","2","1","0","3.7","3.7","6","0"
"101","Slater","Martin","70","206","2015","../img/players/25.png","11","3.03","11","San Francisco","TN","10546","8433814756","Slater.Martin@TN.zcruit.com","634 Main St","Medium","Slater Martin","Carmelo Martin","Advanced","0","0","0","0","0","0","4.0","5.9","3","0"
"102","Kevin","Johnson","69","303","2015","../img/players/26.png","1","3.59","15","DC","MN","76745","7521289330","Kevin.Johnson@MN.zcruit.com","794 State Ave","?","Kevin Johnson","Dan Johnson","?","0","0","0","2","0","0","3.7","3.7","6","80"
"103","Brad","Daugherty","70","292","2015","../img/players/27.png","9","2.72","12","Tulsa","PA","64495","6263284619","Brad.Daugherty@PA.zcruit.com","308 4th Ave","?","Brad Daugherty","Chris Daugherty","?","0","0","0","0","0","0","1.9","3.3","3","0"
"104","Walter","Davis","79","260","2015","../img/players/28.png","5","3.45","1","Miami","TN","38285","9017256155","Walter.Davis@TN.zcruit.com","911 1st Ave","Medium","Walter Davis","George Davis","?","0","0","0","0","0","0","1.9","3.0","4","0"
"105","Carmelo","Anthony","73","218","2015","../img/players/29.png","2","3.64","15","Evanston","CT","70341","5660562911","Carmelo.Anthony@CT.zcruit.com","335 Main St","High","Carmelo Anthony","George Anthony","Advanced","0","0","0","2","1","0","6.1","6.1","6","14"
"106","Dan","Issel","80","253","2015","../img/players/30.png","8","3.17","12","Seattle","TX","60592","6424662119","Dan.Issel@TX.zcruit.com","119 4th Ave","Medium","Dan Issel","Dan Issel","Bachelors","0","0","0","1","1","0","5.9","6.5","1","0"
"107","Chris","Paul","69","280","2015","../img/players/31.png","3","3.16","1","NYC","IN","10996","7144222407","Chris.Paul@IN.zcruit.com","287 1st St","?","Chris Paul","Kevin Paul","?","0","0","0","1","0","0","6.4","7.8","6","105"
"108","George","McGinnis","70","273","2015","../img/players/32.png","1","3.91","6","Seattle","TX","90862","1174359857","George.McGinnis@TX.zcruit.com","687 4th Ave","Medium","George McGinnis","Chet McGinnis","Bachelors","0","1","0","1","0","0","5.0","8.6","6","105"
"109","Jamaal","Wilkes","80","174","2015","../img/players/33.png","2","3.54","13","Boston","GA","76100","4449881961","Jamaal.Wilkes@GA.zcruit.com","163 Main Ave","High","Jamaal Wilkes","Kevin Wilkes","Bachelors","0","0","0","0","0","0","7.4","9.4","3","0"
"110","Chet","Walker","77","229","2015","../img/players/34.png","2","3.16","14","Tulsa","PA","56401","6762504761","Chet.Walker@PA.zcruit.com","916 4th St","?","Chet Walker","Richie Walker","?","0","0","0","0","0","0","6.7","9.9","6","86"
